Y_A,Y_H,pred_Y_A,pred_Y_H,pred_Y_H
0,0,2,2,1
0.5079843366153792,0.056955923441527834,0.5142252123818865,0.052060547771717536,0.04758593084832934
0.056955923441527834,-1.3667627980059809,-1.1922246755512076,-1.2492891983613494,-1.141912483584817
-1.3667627980059809,-1.8851029794111378,-2.9599437113249185,-1.7230779133094507,-1.5749789416078988
-1.8851029794111378,-2.5520097356251368,-4.038790274961217,-2.3326638693128485,-2.132170834318816
-2.5520097356251368,-1.682278815259378,-3.854173765462299,-1.5376865360996401,-1.4055219990020194
-1.682278815259378,-1.2104729620461554,-2.633067604180267,-1.1064325123561873,-1.0113343649819961
-1.2104729620461554,0.27043989789575873,-0.8556456960777429,0.2471955219589165,0.22594900586781902
0.27043989789575873,0.6086601433255061,0.8001826695027789,0.5563456538610719,0.5085276076711577
0.6086601433255061,-0.8410662982443929,-0.2115429060764476,-0.768776442434225,-0.7026999175635598
-0.8410662982443929,-1.9182769714903847,-2.5116352634718675,-1.7534005925860539,-1.6026953791206136
-1.9182769714903847,-0.47619563373753615,-2.179519271368457,-0.43526650154882107,-0.3978552383682133
-0.47619563373753615,0.8258840814949151,0.31829669264041666,0.754899140959547,0.6900153735739132
0.8258840814949151,0.2864258362283156,1.012457146562879,0.26180746494834406,0.23930504875279945
0.2864258362283156,0.9387991816553312,1.1152357861225082,0.858109160407033,0.7843544663898159
0.9387991816553312,-0.7435067302923508,0.17776092337372437,-0.6796021434138672,-0.6211901715417115
-0.7435067302923508,-2.313791969719984,-2.782843044626249,-2.1149209791513197,-1.9331429992799603
-2.313791969719984,-3.0580689998913018,-4.889625582191781,-2.7952272149795374,-2.554976746319322
-3.0580689998913018,-3.11349766946549,-5.617541190920417,-2.8458917767305594,-2.6012866764897993
-3.11349766946549,-3.4681134374854157,-5.990775677672352,-3.1700282320117843,-2.8975635234809176
-3.4681134374854157,-3.453898675458427,-6.300618668122517,-3.1570352322875435,-2.8856872752881166
-3.453898675458427,-3.7750611267900136,-6.580011467472464,-3.450593691702129,-3.1540143127003795
-3.7750611267900136,-2.8427744352345323,-6.023748240296557,-2.5984372712643484,-2.375100946811024
-2.8427744352345323,-1.4595461004565575,-3.9160984755766006,-1.3340977530783122,-1.2194317221030981
-1.4595461004565575,-1.6270169996288892,-2.8094803608290433,-1.4871744871546968,-1.359351473124316
-1.6270169996288892,0.5178255176274826,-1.0096186548059052,0.47331828664907644,0.43263646315240467
0.5178255176274826,-0.571438972006012,-0.04880054036430109,-0.5223236513982877,-0.4774298047126714
-0.571438972006012,-0.8501175194179518,-1.2939424579896337,-0.7770497089151416,-0.7102620947495741
-0.8501175194179518,-0.36414127122171613,-1.105254004096573,-0.3328432391330495,-0.30423528062307026
-0.36414127122171613,-0.7979282193105515,-1.0577497707656247,-0.7293460920261423,-0.6666586154998162
-0.7979282193105515,0.5057778370493848,-0.26592385600304846,0.46230610718861415,0.4225707832330775
0.5057778370493848,-0.4213600812729609,0.07683951996722825,-0.3851440783455293,-0.35204084980355277
-0.4213600812729609,1.107829491563796,0.6248446132426728,1.0126112734821011,0.9255770847331648
1.107829491563796,0.9407751187120319,1.8647000670468854,0.8599152651862818,0.7860053360177545
0.9407751187120319,3.492600018063563,4.035388221486221,3.192410184948837,2.9180217420418018
3.492600018063563,2.343490131641873,5.312180612530275,2.142066576730015,1.9579554260504317
2.343490131641873,2.2534436946366547,4.184264143053709,2.0597596531982463,1.882722802899869
2.2534436946366547,2.3044326145923537,4.148712844235185,2.1063660629056953,1.9253233801959926
2.3044326145923537,-0.0020147672103534298,2.09572832788124,-0.0018415974716163982,-0.0016833117146417022
-0.0020147672103534298,1.0616405750492435,0.9645025228444407,0.9703923057359567,0.8869868476794682
1.0616405750492435,1.2766735911100306,2.1284022112138112,1.1669431810215074,1.0666441267486289
1.2766735911100306,1.2791516722478071,2.326387198407115,1.1692082704741935,1.0687145312040993
1.2791516722478071,-0.32969730897883665,0.8642212391620219,-0.30135974394165693,-0.2754577996097949
-0.32969730897883665,-1.5380036872532232,-1.7000362858836575,-1.4058118909357165,-1.2849820121210591
-1.5380036872532232,-0.6328237086348404,-1.9759508351954091,-0.578432354771348,-0.5287159511898003
-0.6328237086348404,0.39296016863058014,-0.21833083694360403,0.35918514520051337,0.328313093365957
0.39296016863058014,1.7626200165681882,1.9620723763400525,1.611122391337216,1.4726460243666093
1.7626200165681882,0.5051155222023378,2.064159472247137,0.46170071846605204,0.42201742782055823
0.5051155222023378,-0.2994373827933926,0.18721428157593561,-0.27370066587643616,-0.25017602612728135
-0.2994373827933926,-0.3954937323391273,-0.6325467054406866,-0.3615009484833259,-0.3304298527853444
-0.3954937323391273,-2.332237917686861,-2.4828614390380235,-2.131781493340157,-1.9485543481150784
-2.332237917686861,-2.4172083607767156,-4.323085455076752,-2.209448705885745,-2.0195460445832567
-2.4172083607767156,-1.427564216604593,-3.499624889479116,-1.3048647200327848,-1.1927112754591018
-1.427564216604593,0.08048766676062713,-1.226148628296372,0.07356973194767867,0.06724639533843431
0.08048766676062713,0.05400836038421558,0.12242223295629527,0.049366328486292535,0.04512328037510249
0.05400836038421558,1.6971574521955561,1.593962540037462,1.5512863505208594,1.4179529060189031
1.6971574521955561,1.6945426992225812,3.0872250643333214,1.5488963362109245,1.415768314028481
1.6945426992225812,1.801702429994967,3.18238497275788,1.6468456616890286,1.5052988708193895
1.801702429994967,1.5187441748632082,3.022367994120148,1.3882077383866016,1.2688909408261713
1.5187441748632082,1.686335662918395,2.9173577753480147,1.5413946967016126,1.4089114422855153
1.686335662918395,1.3136476349175488,2.7306728826803846,1.2007392966429318,1.0975354578954926
1.3136476349175488,1.1815921063816823,2.2712404773277637,1.080033973360468,0.9872047869250079
1.1815921063816823,0.48703177183009894,1.5188304477937333,0.44517127089924596,0.40690869034963917
0.48703177183009894,0.8606241519409144,1.2266759914562473,0.7866532937809565,0.7190402491271392
0.8606241519409144,0.7573228833394919,1.472702897392909,0.6922307946984079,0.6327333871330828
0.7573228833394919,-0.7394630417233103,0.016256552236625366,-0.6759060108748416,-0.6178117225061852
-0.7394630417233103,-0.6438332063765707,-1.2591168611254142,-0.5884955834663298,-0.5379142428960293
-0.6438332063765707,-1.4864389055215885,-1.9390362249305721,-1.3586791149140283,-1.2419003098252506
-1.4864389055215885,-3.291796279157281,-4.3492899628087915,-3.0088655769362522,-2.7502528383650815
-3.291796279157281,-2.2822513411309546,-5.073661808207366,-2.0860912753700283,-1.9067912156504447
-2.2822513411309546,-0.811359507157291,-2.815895428177993,-0.7416229573691953,-0.67788028123815
-0.811359507157291,1.3047602904707447,0.449107880120267,1.1926158216436802,1.090110197576343
1.3047602904707447,2.3787178459145637,3.35280995338511,2.174266460270919,1.9873877216578577
2.3787178459145637,1.1741888899220112,3.2339600307908003,1.073267065181747,0.9810194961735237
1.1741888899220112,2.531630229332475,3.373145371964706,2.314035986613302,2.115144022732462
2.531630229332475,3.2534594535398975,5.265758490151945,2.9738238109376947,2.718222920798279
3.2534594535398975,0.9585911046267968,3.8339320915424473,0.8761999627167866,0.8008903597783676
0.9585911046267968,2.2309237345695276,2.9031900566189006,2.0391752892541612,1.863907670114574
2.2309237345695276,2.4920880572440307,4.2990240091630865,2.277892473970208,2.0821070539170026
2.4920880572440307,2.4780590401537204,4.523973820649867,2.2650692543595183,2.0703859931951114
2.4780590401537204,2.6455786072409015,4.663685426019969,2.4181904733314656,2.2103464056241444
2.6455786072409015,2.5381031462055046,4.718339334352947,2.3199525546843414,2.1205520603182837
2.5381031462055046,4.064628929757337,6.010000603817251,3.7152730705731956,3.3959444336657936
4.064628929757337,3.154303492727217,6.5708842519891855,2.8831903294168715,2.635379409371835
3.154303492727217,2.9787140122756006,5.582452609651542,2.7226928081248665,2.488676689626755
2.9787140122756006,2.8722851914583276,5.325751271264071,2.625411570710931,2.399756798566094
2.8722851914583276,3.0256207711989376,5.3684471805042255,2.7655679195476814,2.527866674646253
3.0256207711989376,1.0804228156996374,3.7374414337358712,0.9875602081692053,0.9026791646635636
1.0804228156996374,2.803415075563481,3.535183285203321,2.5624608582662765,2.3422167153848763
2.803415075563481,2.544845626655695,4.868143925864517,2.326115517276588,2.126185314755434
2.544845626655695,3.0384418309292465,5.082072179413331,2.777287006031443,2.538578502755846
